"product","encode","mrp","distributor","city","area","quantity",
"MOULD & PAINT - CARS","","185","EQUATOR TRADE HOUSE","Chennai","ANNANAGAR / SALIGRAMAM/ MUGAPPAIR/ VANAGARAM/ VADAPALANI/ K K NAGER/ T NAGAR / WEST MAMBALAM","12",
"MOULD & PAINT - CARS","","185","LEO AGENCIES","Coimbatore","Coimbatore City","0",
"MOULD & PAINT - CARS","","185","Pragathi Marketing","Bangalore","Indranagar / Thippsandra / Commercial St.","4",
"MOULD & PAINT - CARS","","185","AKSHITHA ENTERPRISES","Hyderabad","Dilsukhnagar / Chetainyapuri / Champapet / Shivam Road/ Immayatnagar","5",
"MOULD & PAINT - CARS","","185","MECOTEX CORPORATION","Pune","BANER / PASHAN","5",
"MOULD & PAINT - CARS","","185","SANTA MARIA TRADERS","Goa","Panjim","5",
"MOULD & PAINT - CARS","","185","Balaji Marketing","Ratnagiri","Ratnagiri","4",
"MOULD & PAINT - CARS","","185","SANJARI ENTERPRISES","Mumbai","BREACH CANDY","2",
"MOULD & PAINT - CARS","","185","SWAYAM ENTERPRISES","Mumbai","Andheri West","6",
"MOULD & PAINT - CARS","","185","Toyotoyz","Mumbai","Ghatkopar / Chembur / Mulund","2",
"MOULD & PAINT - CARS","","185","CHAMUNDA GOGA SALES","Ahmedabad","Satellite/ Jodpur","6",
"MOULD & PAINT - CARS","","185","Parikh Enterprises","Baroda","Baroda - City","2",
"MOULD & PAINT - CARS","","185","RAJESH TRADERS","Indore","Indore - City","1",
"MOULD & PAINT - CARS","","185","SHIV AGENCIES","Jaipur","Jaipur - 1","4",
"MOULD & PAINT - CARS","","185","SHIVAM","Kanpur","Kanpur - City","0",
"MOULD & PAINT - CARS","","185","SINGHANIA SALES","Jhamshedpur","Jhamshedpur - City","0",
"MOULD & PAINT - CARS","","185","Deshraj Trading","Shilong","Shilong City","3",
"MOULD & PAINT - CARS","","185","V S International","New Mumbai","Vashi","0",
"MOULD & PAINT - DINO","","185","BABA SALES","New Delhi","Rajouri Garden/ Ramesh Nagar/ Kirti Nagar/ Narayana/ Inderpuri","0",
"MOULD & PAINT - DINO","","185","Sk Enterprises","Noida","Noida - 38A, 18, 27","2",
"MOULD & PAINT - DINO","","185","S.M. ENTERPRISES","New Delhi","Kamala Nagar/ Mddel Town/ Ashok Vihar/ Aadarsh Nagar/ Civil-lines/ Mukherjee Nagar","0",
"MOULD & PAINT - DINO","","185","SHUBHI  TOYS","Gurgaon","Gurgaon - 1","2",
"MOULD & PAINT - DINO","","185","SOUMYA INTERNATIONAL","New Delhi","Amar Colony/ G K - 1/ G K - 2/ Kalkaji/ Govindpuri/ Alaknanda","2",
"MOULD & PAINT - DINO","","185","THE KALASH ENTERPRISES","New Delhi","East Delhi","0",
"MOULD & PAINT - DINO","","185","A.S ENTERPRISES","Faridabad","Faridabad - City","0",
"MOULD & PAINT - DINO","","185","Shreejee","Lucknow","Gomti Nagar / Bhutnath / Mahanagar","2",
"MOULD & PAINT - DINO","","185","SHRI RAM MARKETING","Gandhidham","Gandhidham City","0",
"MOULD & PAINT - DINO","","185","PUSHP CREATION","Agra","Agra / Aligarh","3",
"MOULD & PAINT - DINO","","185","BANRAJ ENTERPRISES","Guwhati","Guwhati - City","0",
"MOULD & PAINT - DINO","","185","KANGAROO FOOD'S","Rourkela","Rourkela - City","2",
"MOULD & PAINT - DINO","","185","R.D.MARKETING","Kolkotta","South Lake/ Sector 5/ Technolpolis/ Karunamoi/ Rajahut","15",
"MOULD & PAINT - DINO","","185","EQUATOR TRADE HOUSE","Chennai","ANNANAGAR / SALIGRAMAM/ MUGAPPAIR/ VANAGARAM/ VADAPALANI/ K K NAGER/ T NAGAR / WEST MAMBALAM","1",
"MOULD & PAINT - DINO","","185","LEO AGENCIES","Coimbatore","Coimbatore City","0",
"MOULD & PAINT - DINO","","185","Pragathi Marketing","Bangalore","Indranagar / Thippsandra / Commercial St.","4",
"MOULD & PAINT - DINO","","185","AKSHITHA ENTERPRISES","Hyderabad","Dilsukhnagar / Chetainyapuri / Champapet / Shivam Road/ Immayatnagar","0",
"MOULD & PAINT - DINO","","185","MECOTEX CORPORATION","Pune","BANER / PASHAN","3",
"MOULD & PAINT - DINO","","185","SANTA MARIA TRADERS","Goa","Panjim","1",
"MOULD & PAINT - DINO","","185","Balaji Marketing","Ratnagiri","Ratnagiri","0",
"MOULD & PAINT - DINO","","185","SANJARI ENTERPRISES","Mumbai","BREACH CANDY","2",
"MOULD & PAINT - DINO","","185","SWAYAM ENTERPRISES","Mumbai","Andheri West","0",
"MOULD & PAINT - DINO","","185","Toyotoyz","Mumbai","Ghatkopar / Chembur / Mulund","0",
"MOULD & PAINT - DINO","","185","CHAMUNDA GOGA SALES","Ahmedabad","Satellite/ Jodpur","4",
"MOULD & PAINT - DINO","","185","Parikh Enterprises","Baroda","Baroda - City","0",
"MOULD & PAINT - DINO","","185","RAJESH TRADERS","Indore","Indore - City","1",
"MOULD & PAINT - DINO","","185","SHIV AGENCIES","Jaipur","Jaipur - 1","4",
"MOULD & PAINT - DINO","","185","SHIVAM","Kanpur","Kanpur - City","3",
"MOULD & PAINT - DINO","","185","SINGHANIA SALES","Jhamshedpur","Jhamshedpur - City","0",
"MOULD & PAINT - DINO","","185","Deshraj Trading","Shilong","Shilong City","0",
"MOULD & PAINT - DINO","","185","V S International","New Mumbai","Vashi","0",
"MOULD & PAINT - GARDEN","","185","BABA SALES","New Delhi","Rajouri Garden/ Ramesh Nagar/ Kirti Nagar/ Narayana/ Inderpuri","0",
"MOULD & PAINT - GARDEN","","185","Sk Enterprises","Noida","Noida - 38A, 18, 27","0",
"MOULD & PAINT - GARDEN","","185","S.M. ENTERPRISES","New Delhi","Kamala Nagar/ Mddel Town/ Ashok Vihar/ Aadarsh Nagar/ Civil-lines/ Mukherjee Nagar","0",
"MOULD & PAINT - GARDEN","","185","SHUBHI  TOYS","Gurgaon","Gurgaon - 1","4",
"MOULD & PAINT - GARDEN","","185","SOUMYA INTERNATIONAL","New Delhi","Amar Colony/ G K - 1/ G K - 2/ Kalkaji/ Govindpuri/ Alaknanda","4",
"MOULD & PAINT - GARDEN","","185","THE KALASH ENTERPRISES","New Delhi","East Delhi","0",
"MOULD & PAINT - GARDEN","","185","A.S ENTERPRISES","Faridabad","Faridabad - City","0",
"MOULD & PAINT - GARDEN","","185","Shreejee","Lucknow","Gomti Nagar / Bhutnath / Mahanagar","0",
"MOULD & PAINT - GARDEN","","185","SHRI RAM MARKETING","Gandhidham","Gandhidham City","1",
"MOULD & PAINT - GARDEN","","185","PUSHP CREATION","Agra","Agra / Aligarh","1",
"MOULD & PAINT - GARDEN","","185","BANRAJ ENTERPRISES","Guwhati","Guwhati - City","1",
"MOULD & PAINT - GARDEN","","185","KANGAROO FOOD'S","Rourkela","Rourkela - City","4",
"MOULD & PAINT - GARDEN","","185","R.D.MARKETING","Kolkotta","South Lake/ Sector 5/ Technolpolis/ Karunamoi/ Rajahut","15",
"MOULD & PAINT - GARDEN","","185","EQUATOR TRADE HOUSE","Chennai","ANNANAGAR / SALIGRAMAM/ MUGAPPAIR/ VANAGARAM/ VADAPALANI/ K K NAGER/ T NAGAR / WEST MAMBALAM","16",
"MOULD & PAINT - GARDEN","","185","LEO AGENCIES","Coimbatore","Coimbatore City","0",
"MOULD & PAINT - GARDEN","","185","Pragathi Marketing","Bangalore","Indranagar / Thippsandra / Commercial St.","5",
"MOULD & PAINT - GARDEN","","185","AKSHITHA ENTERPRISES","Hyderabad","Dilsukhnagar / Chetainyapuri / Champapet / Shivam Road/ Immayatnagar","3",
"MOULD & PAINT - GARDEN","","185","MECOTEX CORPORATION","Pune","BANER / PASHAN","6",
"MOULD & PAINT - GARDEN","","185","SANTA MARIA TRADERS","Goa","Panjim","1",
"MOULD & PAINT - GARDEN","","185","Balaji Marketing","Ratnagiri","Ratnagiri","0",
"MOULD & PAINT - GARDEN","","185","SANJARI ENTERPRISES","Mumbai","BREACH CANDY","2",
"MOULD & PAINT - GARDEN","","185","SWAYAM ENTERPRISES","Mumbai","Andheri West","2",
"MOULD & PAINT - GARDEN","","185","Toyotoyz","Mumbai","Ghatkopar / Chembur / Mulund","1",
"MOULD & PAINT - GARDEN","","185","CHAMUNDA GOGA SALES","Ahmedabad","Satellite/ Jodpur","6",
"MOULD & PAINT - GARDEN","","185","Parikh Enterprises","Baroda","Baroda - City","0",
"MOULD & PAINT - GARDEN","","185","RAJESH TRADERS","Indore","Indore - City","1",
"MOULD & PAINT - GARDEN","","185","SHIV AGENCIES","Jaipur","Jaipur - 1","2",
"MOULD & PAINT - GARDEN","","185","SHIVAM","Kanpur","Kanpur - City","0",
"MOULD & PAINT - GARDEN","","185","SINGHANIA SALES","Jhamshedpur","Jhamshedpur - City","1",
"MOULD & PAINT - GARDEN","","185","Deshraj Trading","Shilong","Shilong City","3",
"MOULD & PAINT - GARDEN","","185","V S International","New Mumbai","Vashi","1",
"MOULD & PAINT - MASKS","","185","BABA SALES","New Delhi","Rajouri Garden/ Ramesh Nagar/ Kirti Nagar/ Narayana/ Inderpuri","0",
"MOULD & PAINT - MASKS","","185","Sk Enterprises","Noida","Noida - 38A, 18, 27","2",
"MOULD & PAINT - MASKS","","185","S.M. ENTERPRISES","New Delhi","Kamala Nagar/ Mddel Town/ Ashok Vihar/ Aadarsh Nagar/ Civil-lines/ Mukherjee Nagar","0",
"MOULD & PAINT - MASKS","","185","SHUBHI  TOYS","Gurgaon","Gurgaon - 1","4",
"MOULD & PAINT - MASKS","","185","SOUMYA INTERNATIONAL","New Delhi","Amar Colony/ G K - 1/ G K - 2/ Kalkaji/ Govindpuri/ Alaknanda","1",
"MOULD & PAINT - MASKS","","185","THE KALASH ENTERPRISES","New Delhi","East Delhi","1",
"MOULD & PAINT - MASKS","","185","A.S ENTERPRISES","Faridabad","Faridabad - City","0",
"MOULD & PAINT - MASKS","","185","Shreejee","Lucknow","Gomti Nagar / Bhutnath / Mahanagar","0",
"MOULD & PAINT - MASKS","","185","SHRI RAM MARKETING","Gandhidham","Gandhidham City","1",
"MOULD & PAINT - MASKS","","185","PUSHP CREATION","Agra","Agra / Aligarh","2",
"MOULD & PAINT - MASKS","","185","BANRAJ ENTERPRISES","Guwhati","Guwhati - City","1",
"MOULD & PAINT - MASKS","","185","KANGAROO FOOD'S","Rourkela","Rourkela - City","0",
"MOULD & PAINT - MASKS","","185","R.D.MARKETING","Kolkotta","South Lake/ Sector 5/ Technolpolis/ Karunamoi/ Rajahut","15",
"MOULD & PAINT - MASKS","","185","EQUATOR TRADE HOUSE","Chennai","ANNANAGAR / SALIGRAMAM/ MUGAPPAIR/ VANAGARAM/ VADAPALANI/ K K NAGER/ T NAGAR / WEST MAMBALAM","9",
"MOULD & PAINT - MASKS","","185","LEO AGENCIES","Coimbatore","Coimbatore City","0",
"MOULD & PAINT - MASKS","","185","Pragathi Marketing","Bangalore","Indranagar / Thippsandra / Commercial St.","1",
"MOULD & PAINT - MASKS","","185","AKSHITHA ENTERPRISES","Hyderabad","Dilsukhnagar / Chetainyapuri / Champapet / Shivam Road/ Immayatnagar","2",
"MOULD & PAINT - MASKS","","185","MECOTEX CORPORATION","Pune","BANER / PASHAN","5",
"MOULD & PAINT - MASKS","","185","SANTA MARIA TRADERS","Goa","Panjim","3",
"MOULD & PAINT - MASKS","","185","Balaji Marketing","Ratnagiri","Ratnagiri","0",
"MOULD & PAINT - MASKS","","185","SANJARI ENTERPRISES","Mumbai","BREACH CANDY","2",
"MOULD & PAINT - MASKS","","185","SWAYAM ENTERPRISES","Mumbai","Andheri West","6",
"MOULD & PAINT - MASKS","","185","Toyotoyz","Mumbai","Ghatkopar / Chembur / Mulund","2",
"MOULD & PAINT - MASKS","","185","CHAMUNDA GOGA SALES","Ahmedabad","Satellite/ Jodpur","8",
"MOULD & PAINT - MASKS","","185","Parikh Enterprises","Baroda","Baroda - City","2",
"MOULD & PAINT - MASKS","","185","RAJESH TRADERS","Indore","Indore - City","1",
"MOULD & PAINT - MASKS","","185","SHIV AGENCIES","Jaipur","Jaipur - 1","2",
"MOULD & PAINT - MASKS","","185","SHIVAM","Kanpur","Kanpur - City","1",
"MOULD & PAINT - MASKS","","185","SINGHANIA SALES","Jhamshedpur","Jhamshedpur - City","0",
"MOULD & PAINT - MASKS","","185","Deshraj Trading","Shilong","Shilong City","1",
"MOULD & PAINT - MASKS","","185","V S International","New Mumbai","Vashi","0",
"FRUIT MAGNETS","","185","BABA SALES","New Delhi","Rajouri Garden/ Ramesh Nagar/ Kirti Nagar/ Narayana/ Inderpuri","0",
"FRUIT MAGNETS","","185","Sk Enterprises","Noida","Noida - 38A, 18, 27","4",
"FRUIT MAGNETS","","185","S.M. ENTERPRISES","New Delhi","Kamala Nagar/ Mddel Town/ Ashok Vihar/ Aadarsh Nagar/ Civil-lines/ Mukherjee Nagar","3",
"FRUIT MAGNETS","","185","SHUBHI  TOYS","Gurgaon","Gurgaon - 1","11",
"FRUIT MAGNETS","","185","SOUMYA INTERNATIONAL","New Delhi","Amar Colony/ G K - 1/ G K - 2/ Kalkaji/ Govindpuri/ Alaknanda","10",
"FRUIT MAGNETS","","185","THE KALASH ENTERPRISES","New Delhi","East Delhi","6",
"FRUIT MAGNETS","","185","A.S ENTERPRISES","Faridabad","Faridabad - City","0",
"FRUIT MAGNETS","","185","Shreejee","Lucknow","Gomti Nagar / Bhutnath / Mahanagar","5",
"FRUIT MAGNETS","","185","SHRI RAM MARKETING","Gandhidham","Gandhidham City","3",
"FRUIT MAGNETS","","185","PUSHP CREATION","Agra","Agra / Aligarh","5",
"FRUIT MAGNETS","","185","BANRAJ ENTERPRISES","Guwhati","Guwhati - City","2",
"FRUIT MAGNETS","","185","KANGAROO FOOD'S","Rourkela","Rourkela - City","5",
"FRUIT MAGNETS","","185","R.D.MARKETING","Kolkotta","South Lake/ Sector 5/ Technolpolis/ Karunamoi/ Rajahut","15",
"FRUIT MAGNETS","","185","EQUATOR TRADE HOUSE","Chennai","ANNANAGAR / SALIGRAMAM/ MUGAPPAIR/ VANAGARAM/ VADAPALANI/ K K NAGER/ T NAGAR / WEST MAMBALAM","18",
"FRUIT MAGNETS","","185","LEO AGENCIES","Coimbatore","Coimbatore City","0",
"FRUIT MAGNETS","","185","Pragathi Marketing","Bangalore","Indranagar / Thippsandra / Commercial St.","14",
"FRUIT MAGNETS","","185","AKSHITHA ENTERPRISES","Hyderabad","Dilsukhnagar / Chetainyapuri / Champapet / Shivam Road/ Immayatnagar","4",
"FRUIT MAGNETS","","185","MECOTEX CORPORATION","Pune","BANER / PASHAN","12",
"FRUIT MAGNETS","","185","SANTA MARIA TRADERS","Goa","Panjim","1",
"FRUIT MAGNETS","","185","Balaji Marketing","Ratnagiri","Ratnagiri","0",
"FRUIT MAGNETS","","185","SANJARI ENTERPRISES","Mumbai","BREACH CANDY","2",
"FRUIT MAGNETS","","185","SWAYAM ENTERPRISES","Mumbai","Andheri West","6",
"FRUIT MAGNETS","","185","Toyotoyz","Mumbai","Ghatkopar / Chembur / Mulund","3",
"FRUIT MAGNETS","","185","CHAMUNDA GOGA SALES","Ahmedabad","Satellite/ Jodpur","7",
"FRUIT MAGNETS","","185","Parikh Enterprises","Baroda","Baroda - City","0",
"FRUIT MAGNETS","","185","RAJESH TRADERS","Indore","Indore - City","2",
"FRUIT MAGNETS","","185","SHIV AGENCIES","Jaipur","Jaipur - 1","2",
"FRUIT MAGNETS","","185","SHIVAM","Kanpur","Kanpur - City","3",
"FRUIT MAGNETS","","185","SINGHANIA SALES","Jhamshedpur","Jhamshedpur - City","0",
"FRUIT MAGNETS","","185","Deshraj Trading","Shilong","Shilong City","4",
"FRUIT MAGNETS","","185","V S International","New Mumbai","Vashi","0",
"SAND ART - JUNGLE","","125","BABA SALES","New Delhi","Rajouri Garden/ Ramesh Nagar/ Kirti Nagar/ Narayana/ Inderpuri","0",
"SAND ART - JUNGLE","","125","Sk Enterprises","Noida","Noida - 38A, 18, 27","2",
"SAND ART - JUNGLE","","125","S.M. ENTERPRISES","New Delhi","Kamala Nagar/ Mddel Town/ Ashok Vihar/ Aadarsh Nagar/ Civil-lines/ Mukherjee Nagar","0",
"SAND ART - JUNGLE","","125","SHUBHI  TOYS","Gurgaon","Gurgaon - 1","2",
"SAND ART - JUNGLE","","125","SOUMYA INTERNATIONAL","New Delhi","Amar Colony/ G K - 1/ G K - 2/ Kalkaji/ Govindpuri/ Alaknanda","2",
"SAND ART - JUNGLE","","125","THE KALASH ENTERPRISES","New Delhi","East Delhi","0",
"SAND ART - JUNGLE","","125","A.S ENTERPRISES","Faridabad","Faridabad - City","0",
"SAND ART - JUNGLE","","125","Shreejee","Lucknow","Gomti Nagar / Bhutnath / Mahanagar","1",
"SAND ART - JUNGLE","","125","SHRI RAM MARKETING","Gandhidham","Gandhidham City","1",
"SAND ART - JUNGLE","","125","PUSHP CREATION","Agra","Agra / Aligarh","1",
"SAND ART - JUNGLE","","125","BANRAJ ENTERPRISES","Guwhati","Guwhati - City","0",
"SAND ART - JUNGLE","","125","KANGAROO FOOD'S","Rourkela","Rourkela - City","4",
"SAND ART - JUNGLE","","125","R.D.MARKETING","Kolkotta","South Lake/ Sector 5/ Technolpolis/ Karunamoi/ Rajahut","3",
"SAND ART - JUNGLE","","125","EQUATOR TRADE HOUSE","Chennai","ANNANAGAR / SALIGRAMAM/ MUGAPPAIR/ VANAGARAM/ VADAPALANI/ K K NAGER/ T NAGAR / WEST MAMBALAM","15",
"SAND ART - JUNGLE","","125","LEO AGENCIES","Coimbatore","Coimbatore City","0",
"SAND ART - JUNGLE","","125","Pragathi Marketing","Bangalore","Indranagar / Thippsandra / Commercial St.","10",
"SAND ART - JUNGLE","","125","AKSHITHA ENTERPRISES","Hyderabad","Dilsukhnagar / Chetainyapuri / Champapet / Shivam Road/ Immayatnagar","12",
"SAND ART - JUNGLE","","125","MECOTEX CORPORATION","Pune","BANER / PASHAN","2",
"SAND ART - JUNGLE","","125","SANTA MARIA TRADERS","Goa","Panjim","1",
"SAND ART - JUNGLE","","125","Balaji Marketing","Ratnagiri","Ratnagiri","4",
"SAND ART - JUNGLE","","125","SANJARI ENTERPRISES","Mumbai","BREACH CANDY","0",
"SAND ART - JUNGLE","","125","SWAYAM ENTERPRISES","Mumbai","Andheri West","0",
"SAND ART - JUNGLE","","125","Toyotoyz","Mumbai","Ghatkopar / Chembur / Mulund","0",
"SAND ART - JUNGLE","","125","CHAMUNDA GOGA SALES","Ahmedabad","Satellite/ Jodpur","0",
"SAND ART - JUNGLE","","125","Parikh Enterprises","Baroda","Baroda - City","0",
"SAND ART - JUNGLE","","125","RAJESH TRADERS","Indore","Indore - City","0",
"SAND ART - JUNGLE","","125","SHIV AGENCIES","Jaipur","Jaipur - 1","4",
"SAND ART - JUNGLE","","125","SHIVAM","Kanpur","Kanpur - City","1",
"SAND ART - JUNGLE","","125","SINGHANIA SALES","Jhamshedpur","Jhamshedpur - City","0",
"SAND ART - JUNGLE","","125","Deshraj Trading","Shilong","Shilong City","0",
"SAND ART - JUNGLE","","125","V S International","New Mumbai","Vashi","0",
"PICTURED IN SEQUINS - BUTTERFLIES","","125","BABA SALES","New Delhi","Rajouri Garden/ Ramesh Nagar/ Kirti Nagar/ Narayana/ Inderpuri","0",
"PICTURED IN SEQUINS - BUTTERFLIES","","125","Sk Enterprises","Noida","Noida - 38A, 18, 27","1",
"PICTURED IN SEQUINS - BUTTERFLIES","","125","S.M. ENTERPRISES","New Delhi","Kamala Nagar/ Mddel Town/ Ashok Vihar/ Aadarsh Nagar/ Civil-lines/ Mukherjee Nagar","0",
"PICTURED IN SEQUINS - BUTTERFLIES","","125","SHUBHI  TOYS","Gurgaon","Gurgaon - 1","2",
"PICTURED IN SEQUINS - BUTTERFLIES","","125","SOUMYA INTERNATIONAL","New Delhi","Amar Colony/ G K - 1/ G K - 2/ Kalkaji/ Govindpuri/ Alaknanda","1",
"PICTURED IN SEQUINS - BUTTERFLIES","","125","THE KALASH ENTERPRISES","New Delhi","East Delhi","0",
"PICTURED IN SEQUINS - BUTTERFLIES","","125","A.S ENTERPRISES","Faridabad","Faridabad - City","0",
"PICTURED IN SEQUINS - BUTTERFLIES","","125","Shreejee","Lucknow","Gomti Nagar / Bhutnath / Mahanagar","0",
"PICTURED IN SEQUINS - BUTTERFLIES","","125","SHRI RAM MARKETING","Gandhidham","Gandhidham City","2",
"PICTURED IN SEQUINS - BUTTERFLIES","","125","PUSHP CREATION","Agra","Agra / Aligarh","1",
"PICTURED IN SEQUINS - BUTTERFLIES","","125","BANRAJ ENTERPRISES","Guwhati","Guwhati - City","0",
"PICTURED IN SEQUINS - BUTTERFLIES","","125","KANGAROO FOOD'S","Rourkela","Rourkela - City","2",
"PICTURED IN SEQUINS - BUTTERFLIES","","125","R.D.MARKETING","Kolkotta","South Lake/ Sector 5/ Technolpolis/ Karunamoi/ Rajahut","3",
"PICTURED IN SEQUINS - BUTTERFLIES","","125","EQUATOR TRADE HOUSE","Chennai","ANNANAGAR / SALIGRAMAM/ MUGAPPAIR/ VANAGARAM/ VADAPALANI/ K K NAGER/ T NAGAR / WEST MAMBALAM","7",
"PICTURED IN SEQUINS - BUTTERFLIES","","125","LEO AGENCIES","Coimbatore","Coimbatore City","0",
"PICTURED IN SEQUINS - BUTTERFLIES","","125","Pragathi Marketing","Bangalore","Indranagar / Thippsandra / Commercial St.","8",
"PICTURED IN SEQUINS - BUTTERFLIES","","125","AKSHITHA ENTERPRISES","Hyderabad","Dilsukhnagar / Chetainyapuri / Champapet / Shivam Road/ Immayatnagar","4",
"PICTURED IN SEQUINS - BUTTERFLIES","","125","MECOTEX CORPORATION","Pune","BANER / PASHAN","3",
"PICTURED IN SEQUINS - BUTTERFLIES","","125","SANTA MARIA TRADERS","Goa","Panjim","0",
"PICTURED IN SEQUINS - BUTTERFLIES","","125","Balaji Marketing","Ratnagiri","Ratnagiri","1",
"PICTURED IN SEQUINS - BUTTERFLIES","","125","SANJARI ENTERPRISES","Mumbai","BREACH CANDY","0",
"PICTURED IN SEQUINS - BUTTERFLIES","","125","SWAYAM ENTERPRISES","Mumbai","Andheri West","0",
"PICTURED IN SEQUINS - BUTTERFLIES","","125","Toyotoyz","Mumbai","Ghatkopar / Chembur / Mulund","0",
"PICTURED IN SEQUINS - BUTTERFLIES","","125","CHAMUNDA GOGA SALES","Ahmedabad","Satellite/ Jodpur","1",
"PICTURED IN SEQUINS - BUTTERFLIES","","125","Parikh Enterprises","Baroda","Baroda - City","0",
"PICTURED IN SEQUINS - BUTTERFLIES","","125","RAJESH TRADERS","Indore","Indore - City","0",
"PICTURED IN SEQUINS - BUTTERFLIES","","125","SHIV AGENCIES","Jaipur","Jaipur - 1","4",
"PICTURED IN SEQUINS - BUTTERFLIES","","125","SHIVAM","Kanpur","Kanpur - City","1",
"PICTURED IN SEQUINS - BUTTERFLIES","","125","SINGHANIA SALES","Jhamshedpur","Jhamshedpur - City","0",
"PICTURED IN SEQUINS - BUTTERFLIES","","125","Deshraj Trading","Shilong","Shilong City","2",
"PICTURED IN SEQUINS - BUTTERFLIES","","125","V S International","New Mumbai","Vashi","0",
"SAND & SEQUIN CRAFT - MERMAIDS","","199","BABA SALES","New Delhi","Rajouri Garden/ Ramesh Nagar/ Kirti Nagar/ Narayana/ Inderpuri","0",
"SAND & SEQUIN CRAFT - MERMAIDS","","199","Sk Enterprises","Noida","Noida - 38A, 18, 27","2",
"SAND & SEQUIN CRAFT - MERMAIDS","","199","S.M. ENTERPRISES","New Delhi","Kamala Nagar/ Mddel Town/ Ashok Vihar/ Aadarsh Nagar/ Civil-lines/ Mukherjee Nagar","0",
"SAND & SEQUIN CRAFT - MERMAIDS","","199","SHUBHI  TOYS","Gurgaon","Gurgaon - 1","3",
"SAND & SEQUIN CRAFT - MERMAIDS","","199","SOUMYA INTERNATIONAL","New Delhi","Amar Colony/ G K - 1/ G K - 2/ Kalkaji/ Govindpuri/ Alaknanda","2",
"SAND & SEQUIN CRAFT - MERMAIDS","","199","THE KALASH ENTERPRISES","New Delhi","East Delhi","2",
"SAND & SEQUIN CRAFT - MERMAIDS","","199","A.S ENTERPRISES","Faridabad","Faridabad - City","1",
"SAND & SEQUIN CRAFT - MERMAIDS","","199","Shreejee","Lucknow","Gomti Nagar / Bhutnath / Mahanagar","2",
"SAND & SEQUIN CRAFT - MERMAIDS","","199","SHRI RAM MARKETING","Gandhidham","Gandhidham City","2",
"SAND & SEQUIN CRAFT - MERMAIDS","","199","PUSHP CREATION","Agra","Agra / Aligarh","3",
"SAND & SEQUIN CRAFT - MERMAIDS","","199","BANRAJ ENTERPRISES","Guwhati","Guwhati - City","0",
"SAND & SEQUIN CRAFT - MERMAIDS","","199","KANGAROO FOOD'S","Rourkela","Rourkela - City","4",
"SAND & SEQUIN CRAFT - MERMAIDS","","199","R.D.MARKETING","Kolkotta","South Lake/ Sector 5/ Technolpolis/ Karunamoi/ Rajahut","18",
"SAND & SEQUIN CRAFT - MERMAIDS","","199","EQUATOR TRADE HOUSE","Chennai","ANNANAGAR / SALIGRAMAM/ MUGAPPAIR/ VANAGARAM/ VADAPALANI/ K K NAGER/ T NAGAR / WEST MAMBALAM","12",
"SAND & SEQUIN CRAFT - MERMAIDS","","199","LEO AGENCIES","Coimbatore","Coimbatore City","0",
"SAND & SEQUIN CRAFT - MERMAIDS","","199","Pragathi Marketing","Bangalore","Indranagar / Thippsandra / Commercial St.","7",
"SAND & SEQUIN CRAFT - MERMAIDS","","199","AKSHITHA ENTERPRISES","Hyderabad","Dilsukhnagar / Chetainyapuri / Champapet / Shivam Road/ Immayatnagar","2",
"SAND & SEQUIN CRAFT - MERMAIDS","","199","MECOTEX CORPORATION","Pune","BANER / PASHAN","5",
"SAND & SEQUIN CRAFT - MERMAIDS","","199","SANTA MARIA TRADERS","Goa","Panjim","1",
"SAND & SEQUIN CRAFT - MERMAIDS","","199","Balaji Marketing","Ratnagiri","Ratnagiri","3",
"SAND & SEQUIN CRAFT - MERMAIDS","","199","SANJARI ENTERPRISES","Mumbai","BREACH CANDY","5",
"SAND & SEQUIN CRAFT - MERMAIDS","","199","SWAYAM ENTERPRISES","Mumbai","Andheri West","6",
"SAND & SEQUIN CRAFT - MERMAIDS","","199","Toyotoyz","Mumbai","Ghatkopar / Chembur / Mulund","3",
"SAND & SEQUIN CRAFT - MERMAIDS","","199","CHAMUNDA GOGA SALES","Ahmedabad","Satellite/ Jodpur","3",
"SAND & SEQUIN CRAFT - MERMAIDS","","199","Parikh Enterprises","Baroda","Baroda - City","3",
"SAND & SEQUIN CRAFT - MERMAIDS","","199","RAJESH TRADERS","Indore","Indore - City","2",
"SAND & SEQUIN CRAFT - MERMAIDS","","199","SHIV AGENCIES","Jaipur","Jaipur - 1","5",
"SAND & SEQUIN CRAFT - MERMAIDS","","199","SHIVAM","Kanpur","Kanpur - City","2",
"SAND & SEQUIN CRAFT - MERMAIDS","","199","SINGHANIA SALES","Jhamshedpur","Jhamshedpur - City","3",
"SAND & SEQUIN CRAFT - MERMAIDS","","199","Deshraj Trading","Shilong","Shilong City","4",
"SAND & SEQUIN CRAFT - MERMAIDS","","199","V S International","New Mumbai","Vashi","0",
"SEQUIN CRAFT - BIRDS","","185","BABA SALES","New Delhi","Rajouri Garden/ Ramesh Nagar/ Kirti Nagar/ Narayana/ Inderpuri","0",
"SEQUIN CRAFT - BIRDS","","185","Sk Enterprises","Noida","Noida - 38A, 18, 27","1",
"SEQUIN CRAFT - BIRDS","","185","S.M. ENTERPRISES","New Delhi","Kamala Nagar/ Mddel Town/ Ashok Vihar/ Aadarsh Nagar/ Civil-lines/ Mukherjee Nagar","0",
