"product","encode","mrp","distributor","city","area","quantity",
"CANDID COLOURS","","199","MECOTEX CORPORATION","Pune","BANER / PASHAN","6",
"CANDID COLOURS","","199","SANTA MARIA TRADERS","Goa","Panjim","0",
"CANDID COLOURS","","199","Balaji Marketing","Ratnagiri","Ratnagiri","0",
"CANDID COLOURS","","199","SANJARI ENTERPRISES","Mumbai","BREACH CANDY","2",
"CANDID COLOURS","","199","SWAYAM ENTERPRISES","Mumbai","Andheri West","0",
"CANDID COLOURS","","199","Toyotoyz","Mumbai","Ghatkopar / Chembur / Mulund","0",
"CANDID COLOURS","","199","CHAMUNDA GOGA SALES","Ahmedabad","Satellite/ Jodpur","0",
"CANDID COLOURS","","199","Parikh Enterprises","Baroda","Baroda - City","0",
"CANDID COLOURS","","199","RAJESH TRADERS","Indore","Indore - City","0",
"CANDID COLOURS","","199","SHIV AGENCIES","Jaipur","Jaipur - 1","0",
"CANDID COLOURS","","199","SHIVAM","Kanpur","Kanpur - City","0",
"CANDID COLOURS","","199","SINGHANIA SALES","Jhamshedpur","Jhamshedpur - City","0",
"CANDID COLOURS","","199","Deshraj Trading","Shilong","Shilong City","0",
"CANDID COLOURS","","199","V S International","New Mumbai","Vashi","0",
"SUPER SHAPES","","175","BABA SALES","New Delhi","Rajouri Garden/ Ramesh Nagar/ Kirti Nagar/ Narayana/ Inderpuri","0",
"SUPER SHAPES","","175","Sk Enterprises","Noida","Noida - 38A, 18, 27","0",
"SUPER SHAPES","","175","S.M. ENTERPRISES","New Delhi","Kamala Nagar/ Mddel Town/ Ashok Vihar/ Aadarsh Nagar/ Civil-lines/ Mukherjee Nagar","0",
"SUPER SHAPES","","175","SHUBHI  TOYS","Gurgaon","Gurgaon - 1","0",
"SUPER SHAPES","","175","SOUMYA INTERNATIONAL","New Delhi","Amar Colony/ G K - 1/ G K - 2/ Kalkaji/ Govindpuri/ Alaknanda","0",
"SUPER SHAPES","","175","THE KALASH ENTERPRISES","New Delhi","East Delhi","0",
"SUPER SHAPES","","175","A.S ENTERPRISES","Faridabad","Faridabad - City","0",
"SUPER SHAPES","","175","Shreejee","Lucknow","Gomti Nagar / Bhutnath / Mahanagar","0",
"SUPER SHAPES","","175","SHRI RAM MARKETING","Gandhidham","Gandhidham City","0",
"SUPER SHAPES","","175","PUSHP CREATION","Agra","Agra / Aligarh","1",
"SUPER SHAPES","","175","BANRAJ ENTERPRISES","Guwhati","Guwhati - City","1",
"SUPER SHAPES","","175","KANGAROO FOOD'S","Rourkela","Rourkela - City","0",
"SUPER SHAPES","","175","R.D.MARKETING","Kolkotta","South Lake/ Sector 5/ Technolpolis/ Karunamoi/ Rajahut","0",
"SUPER SHAPES","","175","EQUATOR TRADE HOUSE","Chennai","ANNANAGAR / SALIGRAMAM/ MUGAPPAIR/ VANAGARAM/ VADAPALANI/ K K NAGER/ T NAGAR / WEST MAMBALAM","4",
"SUPER SHAPES","","175","LEO AGENCIES","Coimbatore","Coimbatore City","0",
"SUPER SHAPES","","175","Pragathi Marketing","Bangalore","Indranagar / Thippsandra / Commercial St.","0",
"SUPER SHAPES","","175","AKSHITHA ENTERPRISES","Hyderabad","Dilsukhnagar / Chetainyapuri / Champapet / Shivam Road/ Immayatnagar","3",
"SUPER SHAPES","","175","MECOTEX CORPORATION","Pune","BANER / PASHAN","11",
"SUPER SHAPES","","175","SANTA MARIA TRADERS","Goa","Panjim","0",
"SUPER SHAPES","","175","Balaji Marketing","Ratnagiri","Ratnagiri","0",
"SUPER SHAPES","","175","SANJARI ENTERPRISES","Mumbai","BREACH CANDY","3",
"SUPER SHAPES","","175","SWAYAM ENTERPRISES","Mumbai","Andheri West","0",
"SUPER SHAPES","","175","Toyotoyz","Mumbai","Ghatkopar / Chembur / Mulund","0",
"SUPER SHAPES","","175","CHAMUNDA GOGA SALES","Ahmedabad","Satellite/ Jodpur","1",
"SUPER SHAPES","","175","Parikh Enterprises","Baroda","Baroda - City","2",
"SUPER SHAPES","","175","RAJESH TRADERS","Indore","Indore - City","0",
"SUPER SHAPES","","175","SHIV AGENCIES","Jaipur","Jaipur - 1","0",
"SUPER SHAPES","","175","SHIVAM","Kanpur","Kanpur - City","0",
"SUPER SHAPES","","175","SINGHANIA SALES","Jhamshedpur","Jhamshedpur - City","0",
"SUPER SHAPES","","175","Deshraj Trading","Shilong","Shilong City","0",
"SUPER SHAPES","","175","V S International","New Mumbai","Vashi","0",
"VEGGIE DELIGHT","","175","BABA SALES","New Delhi","Rajouri Garden/ Ramesh Nagar/ Kirti Nagar/ Narayana/ Inderpuri","0",
"VEGGIE DELIGHT","","175","Sk Enterprises","Noida","Noida - 38A, 18, 27","0",
"VEGGIE DELIGHT","","175","S.M. ENTERPRISES","New Delhi","Kamala Nagar/ Mddel Town/ Ashok Vihar/ Aadarsh Nagar/ Civil-lines/ Mukherjee Nagar","0",
"VEGGIE DELIGHT","","175","SHUBHI  TOYS","Gurgaon","Gurgaon - 1","0",
"VEGGIE DELIGHT","","175","SOUMYA INTERNATIONAL","New Delhi","Amar Colony/ G K - 1/ G K - 2/ Kalkaji/ Govindpuri/ Alaknanda","0",
"VEGGIE DELIGHT","","175","THE KALASH ENTERPRISES","New Delhi","East Delhi","0",
"VEGGIE DELIGHT","","175","A.S ENTERPRISES","Faridabad","Faridabad - City","0",
"VEGGIE DELIGHT","","175","Shreejee","Lucknow","Gomti Nagar / Bhutnath / Mahanagar","0",
"VEGGIE DELIGHT","","175","SHRI RAM MARKETING","Gandhidham","Gandhidham City","0",
"VEGGIE DELIGHT","","175","PUSHP CREATION","Agra","Agra / Aligarh","1",
"VEGGIE DELIGHT","","175","BANRAJ ENTERPRISES","Guwhati","Guwhati - City","1",
"VEGGIE DELIGHT","","175","KANGAROO FOOD'S","Rourkela","Rourkela - City","0",
"VEGGIE DELIGHT","","175","R.D.MARKETING","Kolkotta","South Lake/ Sector 5/ Technolpolis/ Karunamoi/ Rajahut","0",
"VEGGIE DELIGHT","","175","EQUATOR TRADE HOUSE","Chennai","ANNANAGAR / SALIGRAMAM/ MUGAPPAIR/ VANAGARAM/ VADAPALANI/ K K NAGER/ T NAGAR / WEST MAMBALAM","8",
"VEGGIE DELIGHT","","175","LEO AGENCIES","Coimbatore","Coimbatore City","2",
"VEGGIE DELIGHT","","175","Pragathi Marketing","Bangalore","Indranagar / Thippsandra / Commercial St.","0",
"VEGGIE DELIGHT","","175","AKSHITHA ENTERPRISES","Hyderabad","Dilsukhnagar / Chetainyapuri / Champapet / Shivam Road/ Immayatnagar","2",
"VEGGIE DELIGHT","","175","MECOTEX CORPORATION","Pune","BANER / PASHAN","11",
"VEGGIE DELIGHT","","175","SANTA MARIA TRADERS","Goa","Panjim","0",
"VEGGIE DELIGHT","","175","Balaji Marketing","Ratnagiri","Ratnagiri","0",
"VEGGIE DELIGHT","","175","SANJARI ENTERPRISES","Mumbai","BREACH CANDY","0",
"VEGGIE DELIGHT","","175","SWAYAM ENTERPRISES","Mumbai","Andheri West","0",
"VEGGIE DELIGHT","","175","Toyotoyz","Mumbai","Ghatkopar / Chembur / Mulund","0",
"VEGGIE DELIGHT","","175","CHAMUNDA GOGA SALES","Ahmedabad","Satellite/ Jodpur","1",
"VEGGIE DELIGHT","","175","Parikh Enterprises","Baroda","Baroda - City","0",
"VEGGIE DELIGHT","","175","RAJESH TRADERS","Indore","Indore - City","0",
"VEGGIE DELIGHT","","175","SHIV AGENCIES","Jaipur","Jaipur - 1","0",
"VEGGIE DELIGHT","","175","SHIVAM","Kanpur","Kanpur - City","0",
"VEGGIE DELIGHT","","175","SINGHANIA SALES","Jhamshedpur","Jhamshedpur - City","0",
"VEGGIE DELIGHT","","175","Deshraj Trading","Shilong","Shilong City","0",
"VEGGIE DELIGHT","","175","V S International","New Mumbai","Vashi","0",
"THEN & NOW","","175","BABA SALES","New Delhi","Rajouri Garden/ Ramesh Nagar/ Kirti Nagar/ Narayana/ Inderpuri","0",
"THEN & NOW","","175","Sk Enterprises","Noida","Noida - 38A, 18, 27","0",
"THEN & NOW","","175","S.M. ENTERPRISES","New Delhi","Kamala Nagar/ Mddel Town/ Ashok Vihar/ Aadarsh Nagar/ Civil-lines/ Mukherjee Nagar","0",
"THEN & NOW","","175","SHUBHI  TOYS","Gurgaon","Gurgaon - 1","0",
"THEN & NOW","","175","SOUMYA INTERNATIONAL","New Delhi","Amar Colony/ G K - 1/ G K - 2/ Kalkaji/ Govindpuri/ Alaknanda","0",
"THEN & NOW","","175","THE KALASH ENTERPRISES","New Delhi","East Delhi","0",
"THEN & NOW","","175","A.S ENTERPRISES","Faridabad","Faridabad - City","0",
"THEN & NOW","","175","Shreejee","Lucknow","Gomti Nagar / Bhutnath / Mahanagar","0",
"THEN & NOW","","175","SHRI RAM MARKETING","Gandhidham","Gandhidham City","0",
"THEN & NOW","","175","PUSHP CREATION","Agra","Agra / Aligarh","1",
"THEN & NOW","","175","BANRAJ ENTERPRISES","Guwhati","Guwhati - City","1",
"THEN & NOW","","175","KANGAROO FOOD'S","Rourkela","Rourkela - City","0",
"THEN & NOW","","175","R.D.MARKETING","Kolkotta","South Lake/ Sector 5/ Technolpolis/ Karunamoi/ Rajahut","0",
"THEN & NOW","","175","EQUATOR TRADE HOUSE","Chennai","ANNANAGAR / SALIGRAMAM/ MUGAPPAIR/ VANAGARAM/ VADAPALANI/ K K NAGER/ T NAGAR / WEST MAMBALAM","0",
"THEN & NOW","","175","LEO AGENCIES","Coimbatore","Coimbatore City","0",
"THEN & NOW","","175","Pragathi Marketing","Bangalore","Indranagar / Thippsandra / Commercial St.","0",
"THEN & NOW","","175","AKSHITHA ENTERPRISES","Hyderabad","Dilsukhnagar / Chetainyapuri / Champapet / Shivam Road/ Immayatnagar","1",
"THEN & NOW","","175","MECOTEX CORPORATION","Pune","BANER / PASHAN","12",
"THEN & NOW","","175","SANTA MARIA TRADERS","Goa","Panjim","0",
"THEN & NOW","","175","Balaji Marketing","Ratnagiri","Ratnagiri","0",
"THEN & NOW","","175","SANJARI ENTERPRISES","Mumbai","BREACH CANDY","2",
"THEN & NOW","","175","SWAYAM ENTERPRISES","Mumbai","Andheri West","0",
"THEN & NOW","","175","Toyotoyz","Mumbai","Ghatkopar / Chembur / Mulund","0",
"THEN & NOW","","175","CHAMUNDA GOGA SALES","Ahmedabad","Satellite/ Jodpur","0",
"THEN & NOW","","175","Parikh Enterprises","Baroda","Baroda - City","0",
"THEN & NOW","","175","RAJESH TRADERS","Indore","Indore - City","0",
"THEN & NOW","","175","SHIV AGENCIES","Jaipur","Jaipur - 1","0",
"THEN & NOW","","175","SHIVAM","Kanpur","Kanpur - City","0",
"THEN & NOW","","175","SINGHANIA SALES","Jhamshedpur","Jhamshedpur - City","0",
"THEN & NOW","","175","Deshraj Trading","Shilong","Shilong City","0",
"THEN & NOW","","175","V S International","New Mumbai","Vashi","0",
"MATCHED PAIRS","","175","BABA SALES","New Delhi","Rajouri Garden/ Ramesh Nagar/ Kirti Nagar/ Narayana/ Inderpuri","0",
"MATCHED PAIRS","","175","Sk Enterprises","Noida","Noida - 38A, 18, 27","0",
"MATCHED PAIRS","","175","S.M. ENTERPRISES","New Delhi","Kamala Nagar/ Mddel Town/ Ashok Vihar/ Aadarsh Nagar/ Civil-lines/ Mukherjee Nagar","0",
"MATCHED PAIRS","","175","SHUBHI  TOYS","Gurgaon","Gurgaon - 1","0",
"MATCHED PAIRS","","175","SOUMYA INTERNATIONAL","New Delhi","Amar Colony/ G K - 1/ G K - 2/ Kalkaji/ Govindpuri/ Alaknanda","0",
"MATCHED PAIRS","","175","THE KALASH ENTERPRISES","New Delhi","East Delhi","0",
"MATCHED PAIRS","","175","A.S ENTERPRISES","Faridabad","Faridabad - City","0",
"MATCHED PAIRS","","175","Shreejee","Lucknow","Gomti Nagar / Bhutnath / Mahanagar","0",
"MATCHED PAIRS","","175","SHRI RAM MARKETING","Gandhidham","Gandhidham City","0",
"MATCHED PAIRS","","175","PUSHP CREATION","Agra","Agra / Aligarh","1",
"MATCHED PAIRS","","175","BANRAJ ENTERPRISES","Guwhati","Guwhati - City","1",
"MATCHED PAIRS","","175","KANGAROO FOOD'S","Rourkela","Rourkela - City","0",
"MATCHED PAIRS","","175","R.D.MARKETING","Kolkotta","South Lake/ Sector 5/ Technolpolis/ Karunamoi/ Rajahut","0",
"MATCHED PAIRS","","175","EQUATOR TRADE HOUSE","Chennai","ANNANAGAR / SALIGRAMAM/ MUGAPPAIR/ VANAGARAM/ VADAPALANI/ K K NAGER/ T NAGAR / WEST MAMBALAM","4",
"MATCHED PAIRS","","175","LEO AGENCIES","Coimbatore","Coimbatore City","0",
"MATCHED PAIRS","","175","Pragathi Marketing","Bangalore","Indranagar / Thippsandra / Commercial St.","0",
"MATCHED PAIRS","","175","AKSHITHA ENTERPRISES","Hyderabad","Dilsukhnagar / Chetainyapuri / Champapet / Shivam Road/ Immayatnagar","0",
"MATCHED PAIRS","","175","MECOTEX CORPORATION","Pune","BANER / PASHAN","12",
"MATCHED PAIRS","","175","SANTA MARIA TRADERS","Goa","Panjim","0",
"MATCHED PAIRS","","175","Balaji Marketing","Ratnagiri","Ratnagiri","0",
"MATCHED PAIRS","","175","SANJARI ENTERPRISES","Mumbai","BREACH CANDY","3",
"MATCHED PAIRS","","175","SWAYAM ENTERPRISES","Mumbai","Andheri West","0",
"MATCHED PAIRS","","175","Toyotoyz","Mumbai","Ghatkopar / Chembur / Mulund","0",
"MATCHED PAIRS","","175","CHAMUNDA GOGA SALES","Ahmedabad","Satellite/ Jodpur","0",
"MATCHED PAIRS","","175","Parikh Enterprises","Baroda","Baroda - City","0",
"MATCHED PAIRS","","175","RAJESH TRADERS","Indore","Indore - City","0",
"MATCHED PAIRS","","175","SHIV AGENCIES","Jaipur","Jaipur - 1","0",
"MATCHED PAIRS","","175","SHIVAM","Kanpur","Kanpur - City","0",
"MATCHED PAIRS","","175","SINGHANIA SALES","Jhamshedpur","Jhamshedpur - City","0",
"MATCHED PAIRS","","175","Deshraj Trading","Shilong","Shilong City","0",
"MATCHED PAIRS","","175","V S International","New Mumbai","Vashi","0",
"ZOOMAX","","175","BABA SALES","New Delhi","Rajouri Garden/ Ramesh Nagar/ Kirti Nagar/ Narayana/ Inderpuri","0",
"ZOOMAX","","175","Sk Enterprises","Noida","Noida - 38A, 18, 27","0",
"ZOOMAX","","175","S.M. ENTERPRISES","New Delhi","Kamala Nagar/ Mddel Town/ Ashok Vihar/ Aadarsh Nagar/ Civil-lines/ Mukherjee Nagar","0",
"ZOOMAX","","175","SHUBHI  TOYS","Gurgaon","Gurgaon - 1","0",
"ZOOMAX","","175","SOUMYA INTERNATIONAL","New Delhi","Amar Colony/ G K - 1/ G K - 2/ Kalkaji/ Govindpuri/ Alaknanda","0",
"ZOOMAX","","175","THE KALASH ENTERPRISES","New Delhi","East Delhi","0",
"ZOOMAX","","175","A.S ENTERPRISES","Faridabad","Faridabad - City","0",
"ZOOMAX","","175","Shreejee","Lucknow","Gomti Nagar / Bhutnath / Mahanagar","0",
"ZOOMAX","","175","SHRI RAM MARKETING","Gandhidham","Gandhidham City","0",
"ZOOMAX","","175","PUSHP CREATION","Agra","Agra / Aligarh","1",
"ZOOMAX","","175","BANRAJ ENTERPRISES","Guwhati","Guwhati - City","1",
"ZOOMAX","","175","KANGAROO FOOD'S","Rourkela","Rourkela - City","0",
"ZOOMAX","","175","R.D.MARKETING","Kolkotta","South Lake/ Sector 5/ Technolpolis/ Karunamoi/ Rajahut","0",
"ZOOMAX","","175","EQUATOR TRADE HOUSE","Chennai","ANNANAGAR / SALIGRAMAM/ MUGAPPAIR/ VANAGARAM/ VADAPALANI/ K K NAGER/ T NAGAR / WEST MAMBALAM","3",
"ZOOMAX","","175","LEO AGENCIES","Coimbatore","Coimbatore City","0",
"ZOOMAX","","175","Pragathi Marketing","Bangalore","Indranagar / Thippsandra / Commercial St.","0",
"ZOOMAX","","175","AKSHITHA ENTERPRISES","Hyderabad","Dilsukhnagar / Chetainyapuri / Champapet / Shivam Road/ Immayatnagar","0",
"ZOOMAX","","175","MECOTEX CORPORATION","Pune","BANER / PASHAN","10",
"ZOOMAX","","175","SANTA MARIA TRADERS","Goa","Panjim","0",
"ZOOMAX","","175","Balaji Marketing","Ratnagiri","Ratnagiri","0",
"ZOOMAX","","175","SANJARI ENTERPRISES","Mumbai","BREACH CANDY","3",
"ZOOMAX","","175","SWAYAM ENTERPRISES","Mumbai","Andheri West","0",
"ZOOMAX","","175","Toyotoyz","Mumbai","Ghatkopar / Chembur / Mulund","0",
"ZOOMAX","","175","CHAMUNDA GOGA SALES","Ahmedabad","Satellite/ Jodpur","0",
"ZOOMAX","","175","Parikh Enterprises","Baroda","Baroda - City","0",
"ZOOMAX","","175","RAJESH TRADERS","Indore","Indore - City","0",
"ZOOMAX","","175","SHIV AGENCIES","Jaipur","Jaipur - 1","0",
"ZOOMAX","","175","SHIVAM","Kanpur","Kanpur - City","0",
"ZOOMAX","","175","SINGHANIA SALES","Jhamshedpur","Jhamshedpur - City","0",
"ZOOMAX","","175","Deshraj Trading","Shilong","Shilong City","0",
"ZOOMAX","","175","V S International","New Mumbai","Vashi","0",
"SUPER SETS OF SIX - AIRCRAFT","","125","BABA SALES","New Delhi","Rajouri Garden/ Ramesh Nagar/ Kirti Nagar/ Narayana/ Inderpuri","0",
"SUPER SETS OF SIX - AIRCRAFT","","125","Sk Enterprises","Noida","Noida - 38A, 18, 27","0",
"SUPER SETS OF SIX - AIRCRAFT","","125","S.M. ENTERPRISES","New Delhi","Kamala Nagar/ Mddel Town/ Ashok Vihar/ Aadarsh Nagar/ Civil-lines/ Mukherjee Nagar","0",
"SUPER SETS OF SIX - AIRCRAFT","","125","SHUBHI  TOYS","Gurgaon","Gurgaon - 1","0",
"SUPER SETS OF SIX - AIRCRAFT","","125","SOUMYA INTERNATIONAL","New Delhi","Amar Colony/ G K - 1/ G K - 2/ Kalkaji/ Govindpuri/ Alaknanda","0",
"SUPER SETS OF SIX - AIRCRAFT","","125","THE KALASH ENTERPRISES","New Delhi","East Delhi","0",
"SUPER SETS OF SIX - AIRCRAFT","","125","A.S ENTERPRISES","Faridabad","Faridabad - City","0",
"SUPER SETS OF SIX - AIRCRAFT","","125","Shreejee","Lucknow","Gomti Nagar / Bhutnath / Mahanagar","0",
"SUPER SETS OF SIX - AIRCRAFT","","125","SHRI RAM MARKETING","Gandhidham","Gandhidham City","0",
"SUPER SETS OF SIX - AIRCRAFT","","125","PUSHP CREATION","Agra","Agra / Aligarh","1",
"SUPER SETS OF SIX - AIRCRAFT","","125","BANRAJ ENTERPRISES","Guwhati","Guwhati - City","1",
"SUPER SETS OF SIX - AIRCRAFT","","125","KANGAROO FOOD'S","Rourkela","Rourkela - City","1",
"SUPER SETS OF SIX - AIRCRAFT","","125","R.D.MARKETING","Kolkotta","South Lake/ Sector 5/ Technolpolis/ Karunamoi/ Rajahut","1",
"SUPER SETS OF SIX - AIRCRAFT","","125","EQUATOR TRADE HOUSE","Chennai","ANNANAGAR / SALIGRAMAM/ MUGAPPAIR/ VANAGARAM/ VADAPALANI/ K K NAGER/ T NAGAR / WEST MAMBALAM","8",
"SUPER SETS OF SIX - AIRCRAFT","","125","LEO AGENCIES","Coimbatore","Coimbatore City","2",
"SUPER SETS OF SIX - AIRCRAFT","","125","Pragathi Marketing","Bangalore","Indranagar / Thippsandra / Commercial St.","1",
"SUPER SETS OF SIX - AIRCRAFT","","125","AKSHITHA ENTERPRISES","Hyderabad","Dilsukhnagar / Chetainyapuri / Champapet / Shivam Road/ Immayatnagar","0",
"SUPER SETS OF SIX - AIRCRAFT","","125","MECOTEX CORPORATION","Pune","BANER / PASHAN","1",
"SUPER SETS OF SIX - AIRCRAFT","","125","SANTA MARIA TRADERS","Goa","Panjim","0",
"SUPER SETS OF SIX - AIRCRAFT","","125","Balaji Marketing","Ratnagiri","Ratnagiri","0",
"SUPER SETS OF SIX - AIRCRAFT","","125","SANJARI ENTERPRISES","Mumbai","BREACH CANDY","0",
"SUPER SETS OF SIX - AIRCRAFT","","125","SWAYAM ENTERPRISES","Mumbai","Andheri West","0",
"SUPER SETS OF SIX - AIRCRAFT","","125","Toyotoyz","Mumbai","Ghatkopar / Chembur / Mulund","0",
"SUPER SETS OF SIX - AIRCRAFT","","125","CHAMUNDA GOGA SALES","Ahmedabad","Satellite/ Jodpur","1",
"SUPER SETS OF SIX - AIRCRAFT","","125","Parikh Enterprises","Baroda","Baroda - City","2",
"SUPER SETS OF SIX - AIRCRAFT","","125","RAJESH TRADERS","Indore","Indore - City","0",
"SUPER SETS OF SIX - AIRCRAFT","","125","SHIV AGENCIES","Jaipur","Jaipur - 1","0",
"SUPER SETS OF SIX - AIRCRAFT","","125","SHIVAM","Kanpur","Kanpur - City","0",
"SUPER SETS OF SIX - AIRCRAFT","","125","SINGHANIA SALES","Jhamshedpur","Jhamshedpur - City","1",
"SUPER SETS OF SIX - AIRCRAFT","","125","Deshraj Trading","Shilong","Shilong City","2",
"SUPER SETS OF SIX - AIRCRAFT","","125","V S International","New Mumbai","Vashi","0",
"SUPER SETS OF SIX - TASTY BITE","","125","BABA SALES","New Delhi","Rajouri Garden/ Ramesh Nagar/ Kirti Nagar/ Narayana/ Inderpuri","0",
"SUPER SETS OF SIX - TASTY BITE","","125","Sk Enterprises","Noida","Noida - 38A, 18, 27","0",
"SUPER SETS OF SIX - TASTY BITE","","125","S.M. ENTERPRISES","New Delhi","Kamala Nagar/ Mddel Town/ Ashok Vihar/ Aadarsh Nagar/ Civil-lines/ Mukherjee Nagar","0",
"SUPER SETS OF SIX - TASTY BITE","","125","SHUBHI  TOYS","Gurgaon","Gurgaon - 1","0",
"SUPER SETS OF SIX - TASTY BITE","","125","SOUMYA INTERNATIONAL","New Delhi","Amar Colony/ G K - 1/ G K - 2/ Kalkaji/ Govindpuri/ Alaknanda","0",
"SUPER SETS OF SIX - TASTY BITE","","125","THE KALASH ENTERPRISES","New Delhi","East Delhi","0",
"SUPER SETS OF SIX - TASTY BITE","","125","A.S ENTERPRISES","Faridabad","Faridabad - City","0",
"SUPER SETS OF SIX - TASTY BITE","","125","Shreejee","Lucknow","Gomti Nagar / Bhutnath / Mahanagar","0",
"SUPER SETS OF SIX - TASTY BITE","","125","SHRI RAM MARKETING","Gandhidham","Gandhidham City","0",
"SUPER SETS OF SIX - TASTY BITE","","125","PUSHP CREATION","Agra","Agra / Aligarh","1",
"SUPER SETS OF SIX - TASTY BITE","","125","BANRAJ ENTERPRISES","Guwhati","Guwhati - City","2",
"SUPER SETS OF SIX - TASTY BITE","","125","KANGAROO FOOD'S","Rourkela","Rourkela - City","1",
"SUPER SETS OF SIX - TASTY BITE","","125","R.D.MARKETING","Kolkotta","South Lake/ Sector 5/ Technolpolis/ Karunamoi/ Rajahut","1",
"SUPER SETS OF SIX - TASTY BITE","","125","EQUATOR TRADE HOUSE","Chennai","ANNANAGAR / SALIGRAMAM/ MUGAPPAIR/ VANAGARAM/ VADAPALANI/ K K NAGER/ T NAGAR / WEST MAMBALAM","7",
"SUPER SETS OF SIX - TASTY BITE","","125","LEO AGENCIES","Coimbatore","Coimbatore City","2",
"SUPER SETS OF SIX - TASTY BITE","","125","Pragathi Marketing","Bangalore","Indranagar / Thippsandra / Commercial St.","0",
"SUPER SETS OF SIX - TASTY BITE","","125","AKSHITHA ENTERPRISES","Hyderabad","Dilsukhnagar / Chetainyapuri / Champapet / Shivam Road/ Immayatnagar","0",
"SUPER SETS OF SIX - TASTY BITE","","125","MECOTEX CORPORATION","Pune","BANER / PASHAN","2",
"SUPER SETS OF SIX - TASTY BITE","","125","SANTA MARIA TRADERS","Goa","Panjim","0",
"SUPER SETS OF SIX - TASTY BITE","","125","Balaji Marketing","Ratnagiri","Ratnagiri","0",
"SUPER SETS OF SIX - TASTY BITE","","125","SANJARI ENTERPRISES","Mumbai","BREACH CANDY","0",
"SUPER SETS OF SIX - TASTY BITE","","125","SWAYAM ENTERPRISES","Mumbai","Andheri West","0",
"SUPER SETS OF SIX - TASTY BITE","","125","Toyotoyz","Mumbai","Ghatkopar / Chembur / Mulund","0",
"SUPER SETS OF SIX - TASTY BITE","","125","CHAMUNDA GOGA SALES","Ahmedabad","Satellite/ Jodpur","0",
"SUPER SETS OF SIX - TASTY BITE","","125","Parikh Enterprises","Baroda","Baroda - City","0",
"SUPER SETS OF SIX - TASTY BITE","","125","RAJESH TRADERS","Indore","Indore - City","0",
"SUPER SETS OF SIX - TASTY BITE","","125","SHIV AGENCIES","Jaipur","Jaipur - 1","0",
"SUPER SETS OF SIX - TASTY BITE","","125","SHIVAM","Kanpur","Kanpur - City","0",
"SUPER SETS OF SIX - TASTY BITE","","125","SINGHANIA SALES","Jhamshedpur","Jhamshedpur - City","0",
"SUPER SETS OF SIX - TASTY BITE","","125","Deshraj Trading","Shilong","Shilong City","2",
"SUPER SETS OF SIX - TASTY BITE","","125","V S International","New Mumbai","Vashi","0",
"SUPER SETS OF SIX - INSECTS","","125","BABA SALES","New Delhi","Rajouri Garden/ Ramesh Nagar/ Kirti Nagar/ Narayana/ Inderpuri","0",
"SUPER SETS OF SIX - INSECTS","","125","Sk Enterprises","Noida","Noida - 38A, 18, 27","0",
"SUPER SETS OF SIX - INSECTS","","125","S.M. ENTERPRISES","New Delhi","Kamala Nagar/ Mddel Town/ Ashok Vihar/ Aadarsh Nagar/ Civil-lines/ Mukherjee Nagar","0",
"SUPER SETS OF SIX - INSECTS","","125","SHUBHI  TOYS","Gurgaon","Gurgaon - 1","0",
"SUPER SETS OF SIX - INSECTS","","125","SOUMYA INTERNATIONAL","New Delhi","Amar Colony/ G K - 1/ G K - 2/ Kalkaji/ Govindpuri/ Alaknanda","0",
"SUPER SETS OF SIX - INSECTS","","125","THE KALASH ENTERPRISES","New Delhi","East Delhi","0",
"SUPER SETS OF SIX - INSECTS","","125","A.S ENTERPRISES","Faridabad","Faridabad - City","0",
"SUPER SETS OF SIX - INSECTS","","125","Shreejee","Lucknow","Gomti Nagar / Bhutnath / Mahanagar","0",
"SUPER SETS OF SIX - INSECTS","","125","SHRI RAM MARKETING","Gandhidham","Gandhidham City","0",
"SUPER SETS OF SIX - INSECTS","","125","PUSHP CREATION","Agra","Agra / Aligarh","1",
"SUPER SETS OF SIX - INSECTS","","125","BANRAJ ENTERPRISES","Guwhati","Guwhati - City","2",
"SUPER SETS OF SIX - INSECTS","","125","KANGAROO FOOD'S","Rourkela","Rourkela - City","2",
"SUPER SETS OF SIX - INSECTS","","125","R.D.MARKETING","Kolkotta","South Lake/ Sector 5/ Technolpolis/ Karunamoi/ Rajahut","1",
"SUPER SETS OF SIX - INSECTS","","125","EQUATOR TRADE HOUSE","Chennai","ANNANAGAR / SALIGRAMAM/ MUGAPPAIR/ VANAGARAM/ VADAPALANI/ K K NAGER/ T NAGAR / WEST MAMBALAM","8",
"SUPER SETS OF SIX - INSECTS","","125","LEO AGENCIES","Coimbatore","Coimbatore City","2",
"SUPER SETS OF SIX - INSECTS","","125","Pragathi Marketing","Bangalore","Indranagar / Thippsandra / Commercial St.","0",
"SUPER SETS OF SIX - INSECTS","","125","AKSHITHA ENTERPRISES","Hyderabad","Dilsukhnagar / Chetainyapuri / Champapet / Shivam Road/ Immayatnagar","0",
"SUPER SETS OF SIX - INSECTS","","125","MECOTEX CORPORATION","Pune","BANER / PASHAN","2",
"SUPER SETS OF SIX - INSECTS","","125","SANTA MARIA TRADERS","Goa","Panjim","0",
"SUPER SETS OF SIX - INSECTS","","125","Balaji Marketing","Ratnagiri","Ratnagiri","0",
"SUPER SETS OF SIX - INSECTS","","125","SANJARI ENTERPRISES","Mumbai","BREACH CANDY","2",
